location,id,title,expires,branch,tenure,agcy_name,org_name,pborg_seq,pborg_managed_by,org_order,name_of_incumbent,type_of_appt,pay_plan,pay,pb_order
"Washington, DC",7568,Member,1/15/2013,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Ezra Katz,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,130
"Washington, DC",7569,Member,1/15/2013,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Howard E. Konar,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,135
"Arlington, VA",757,Staff Assistant,,Executive,,Department of Defense - Office of the Secretary of Defense,Office of the Under Secretary of Defense (Policy),5023,5022,20,Alice Hunt Friend,Schedule C Excepted Appointment(SC),General Schedule(GS),14,420
"Washington, DC",7570,Member,1/15/2013,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Douglas R. Korn,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,140
"Washington, DC",7571,Member,1/15/2013,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Hadassah F. Lieberman,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,145
"Washington, DC",7572,Member,1/15/2013,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Pierre-Richard Prosper,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,150
"Washington, DC",7573,Member,1/15/2014,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Elliott Abrams,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,155
"Washington, DC",7574,Member,1/15/2014,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Michael Chertoff,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,160
"Washington, DC",7575,Member,1/15/2014,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,William J. Danhof,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,165
"Washington, DC",7576,Member,1/15/2014,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Sanford L. Gottesman,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,170
"Washington, DC",7577,Member,1/15/2014,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Cheryl F. Halpern,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,175
"Washington, DC",7578,Member,1/15/2014,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,J. David Heller,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,180
"Washington, DC",7579,Member,1/15/2014,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Amy Kaslow,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,185
"Arlington, VA",758,Special Assistant to the Assistant Secretary of Defense (Homeland Defense and Americas' Security Affairs),,Executive,,Department of Defense - Office of the Secretary of Defense,Office of the Under Secretary of Defense (Policy),5023,5022,20,Andrew D. Heighington,Schedule C Excepted Appointment(SC),General Schedule(GS),13,425
"Washington, DC",7580,Member,1/15/2014,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,M. Ronald Krongold,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,190
"Washington, DC",7581,Member,1/15/2014,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Michael B. Mukasey,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,195
"Washington, DC",7582,Member,1/15/2014,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Daniel J. Silva,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,200
"Washington, DC",7583,Member,1/15/2015,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Matthew L. Adler,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,205
"Washington, DC",7584,Member,1/15/2015,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Kitty Dukakis,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,210
"Washington, DC",7585,Member,1/15/2015,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,K. Chaya Friedman,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,215
"Washington, DC",7586,Member,1/15/2015,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Mark D. Goodman,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,220
"Washington, DC",7587,Member,1/15/2015,Executive,4 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Joseph D. Gutman,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,225
"Washington, DC",7588,Member,1/15/2015,Executive,4 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Roman D. Kent,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,230
"Washington, DC",7589,Member,1/15/2015,Executive,4 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Deborah E. Lipstadt,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,235
"Arlington, VA",759,Special Assistant to the Deputy Assistant Secretary of Defense (South and Southeast Asia),,Executive,,Department of Defense - Office of the Secretary of Defense,Office of the Under Secretary of Defense (Policy),5023,5022,20,Nicholas C. Wallar,Schedule C Excepted Appointment(SC),General Schedule(GS),13,430
"Washington, DC",7590,Member,1/15/2015,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Ronald Ratner,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,240
"Washington, DC",7591,Member,1/15/2015,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Menachem Z. Rosensaft,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,245
"Washington, DC",7592,Member,1/15/2015,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Kirk A. Rudy,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,250
"Washington, DC",7593,Member,1/15/2016,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Nancy B. Gilbert,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,255
"Washington, DC",7594,Member,1/15/2016,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Marc R. Stanley,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,260
"Washington, DC",7595,Member,1/15/2016,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Howard D. Unger,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,265
"Washington, DC",7596,Member,1/15/2016,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Clemantine Wamariya,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,270
"Washington, DC",7597,Member,1/15/2016,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Elie Wiesel,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,275
"Washington, DC",7598,Member,1/15/2012,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Tom A. Bernstein,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,280
"Washington, DC",7599,Member,1/15/2014,Executive,5 Years,United States Holocaust Memorial Council,United States Holocaust Memorial Council,6218,-1,1,Joshua B. Bolten,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),$596.07,285
"Washington, DC",76,Deputy Assistant Secretary,,Executive,,Department of Agriculture,Office of the Assistant Secretary for Administration,6757,6752,110,"Oscar Gonzales, Jr.",Noncareer Appointment(NA),Senior Executive Service(ES),,10
"Arlington, VA",760,Special Assistant to the Assistant Secretary of Defense (Asian and Pacific Security Affairs),,Executive,,Department of Defense - Office of the Secretary of Defense,Office of the Under Secretary of Defense (Policy),5023,5022,20,Lindsey W. Ford,Schedule C Excepted Appointment(SC),General Schedule(GS),12,435
"Washington, DC",7600,Chairman of the Board of Directors,,Executive,4 Years,United States Institute of Peace,United States Institute of Peace,4400,-1,1,J. Robinson West,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,5
"Washington, DC",7601,Vice Chairman of the Board of Directors,,Executive,4 Years,United States Institute of Peace,United States Institute of Peace,4400,-1,1,George E. Moose,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,10
"Washington, DC",7602,Member of the Board of Directors,,Executive,4 Years,United States Institute of Peace,United States Institute of Peace,4400,-1,1,Judy Ansley,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,15
"Washington, DC",7603,Member of the Board of Directors,,Executive,4 Years,United States Institute of Peace,United States Institute of Peace,4400,-1,1,Eric S. Edelman,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,20
"Washington, DC",7604,Member of the Board of Directors,,Executive,4 Years,United States Institute of Peace,United States Institute of Peace,4400,-1,1,Kerry Kennedy,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,25
"Washington, DC",7605,Member of the Board of Directors,,Executive,4 Years,United States Institute of Peace,United States Institute of Peace,4400,-1,1,Ikram Khan,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,30
"Washington, DC",7606,Member of the Board of Directors,,Executive,4 Years,United States Institute of Peace,United States Institute of Peace,4400,-1,1,John A. Lancaster,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,35
"Washington, DC",7607,Member of the Board of Directors,,Executive,4 Years,United States Institute of Peace,United States Institute of Peace,4400,-1,1,Stephen D. Krasner,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,40
"Washington, DC",7608,Member of the Board of Directors,,Executive,4 Years,United States Institute of Peace,United States Institute of Peace,4400,-1,1,Jeremy Rabkin,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,45
"Washington, DC",7609,Member of the Board of Directors,,Executive,4 Years,United States Institute of Peace,United States Institute of Peace,4400,-1,1,Judy Van Rest,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,50
"Arlington, VA",761,Special Assistant to the Deputy Assistant Secretary of Defense (Western Hemisphere Affairs),,Executive,,Department of Defense - Office of the Secretary of Defense,Office of the Under Secretary of Defense (Policy),5023,5022,20,Nicholas F. Zimmerman,Schedule C Excepted Appointment(SC),General Schedule(GS),12,440
"Washington, DC",7610,Member of the Board of Directors,,Executive,4 Years,United States Institute of Peace,United States Institute of Peace,4400,-1,1,Nancy M. Zirkin,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,55
"Washington, DC",7611,Member of the Board of Directors,,Executive,4 Years,United States Institute of Peace,United States Institute of Peace,4400,-1,1,Leon E. Panetta,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,60
"Washington, DC",7612,Member of the Board of Directors,,Executive,4 Years,United States Institute of Peace,United States Institute of Peace,4400,-1,1,Hillary R. Clinton,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,65
"Washington, DC",7613,Member of the Board of Directors,,Executive,,United States Institute of Peace,United States Institute of Peace,4400,-1,1,Vacant,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,70
"Washington, DC",7614,Member of the Board of Directors,,Executive,,United States Institute of Peace,United States Institute of Peace,4400,-1,1,Vacant,Presidential Appointment with Senate Confirmation(PAS),Daily Pay Rate* (per diem)(PD),,75
"Washington, DC",7615,Chairman,6/16/2014,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,"Irving A. Williamson, Esq",Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,5
"Washington, DC",7616,Vice Chairman,,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Vacant,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,10
"Washington, DC",7617,Commissioner,6/16/2013,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Daniel R. Pearson,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,15
"Washington, DC",7618,Commissioner,,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,David S. Johanson,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,20
"Washington, DC",7619,Commissioner,,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Dean Arthur Pinkert,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,25
"Arlington, VA",762,Special Assistant to the Assistant Secretary of Defense (Global Strategic Affairs),,Executive,,Department of Defense - Office of the Secretary of Defense,Office of the Under Secretary of Defense (Policy),5023,5022,20,David L. Vorland,Schedule C Excepted Appointment(SC),General Schedule(GS),12,445
"Washington, DC",7620,Commissioner,6/24/2013,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Shara L. Aranoff,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,30
"Washington, DC",7621,Commissioner,6/16/2013,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Deanna T. Okun,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,35
"Washington, DC",7622,Chief of Staff,,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Vacant,,Senior Executive Service(ES),,40
"Washington, DC",7623,Staff Assistant (Legal),,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Dana A. Lofgren,Schedule C Excepted Appointment(SC),General Schedule(GS),13,45
"Washington, DC",7624,Staff Assistant (Legal),,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Michael Diehl,Schedule C Excepted Appointment(SC),General Schedule(GS),15,50
"Washington, DC",7625,Staff Assistant (Legal),,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Stephanie Lynn Nagel,Schedule C Excepted Appointment(SC),General Schedule(GS),15,55
"Washington, DC",7626,Confidential Assistant,,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Kasey Caroline Sporck,Schedule C Excepted Appointment(SC),General Schedule(GS),11,60
"Washington, DC",7627,Executive Assistant,,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Sybia Kea Harrison,Schedule C Excepted Appointment(SC),General Schedule(GS),13,65
"Washington, DC",7628,Staff Assistant,,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Erin D. Joffre,Schedule C Excepted Appointment(SC),General Schedule(GS),15,70
"Washington, DC",7629,Staff Assistant (Legal),,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Michael Joseph Robbins,Schedule C Excepted Appointment(SC),General Schedule(GS),14,75
"Brussels, Belgium",763,Foreign Relations and Defense Policy Manager,,Executive,,Department of Defense - Office of the Secretary of Defense,United States Mission to the North Atlantic Treaty Organization,5000,5022,25,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,15
"Washington, DC",7630,Staff Assistant (Legal),,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Stuart M. Weiser,Schedule C Excepted Appointment(SC),General Schedule(GS),15,80
"Washington, DC",7631,Staff Assistant (Legal),,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Michael P. Mabile,Schedule C Excepted Appointment(SC),General Schedule(GS),15,85
"Washington, DC",7632,Staff Assistant (Economics),,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,John H. Davitt,Schedule C Excepted Appointment(SC),General Schedule(GS),14,90
"Washington, DC",7633,Executive Assistant,,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Sally E. Knight,Schedule C Excepted Appointment(SC),General Schedule(GS),13,95
"Washington, DC",7634,Staff Assistant (Legal),,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Jonathan G. Seiger,Schedule C Excepted Appointment(SC),General Schedule(GS),15,100
"Washington, DC",7635,Staff Assistant (Legal),,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Karen Veninga Driscoll,Schedule C Excepted Appointment(SC),General Schedule(GS),15,105
"Washington, DC",7636,Staff Assistant (Legal),,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,William Theodore Kane,Schedule C Excepted Appointment(SC),General Schedule(GS),15,110
"Washington, DC",7637,Confidential Assistant,,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Cordelia Odessa Stroman-Blair,Schedule C Excepted Appointment(SC),General Schedule(GS),12,115
"Washington, DC",7638,Executive Assistant,,Executive,,United States International Trade Commission,Office of the Chairman,4173,4183,10,Joyce Rylyk,Schedule C Excepted Appointment(SC),General Schedule(GS),13,120
"Washington, DC",7639,Director,,Executive,,United States International Trade Commission,Office of Administration,4175,4183,70,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,5
"Brussels, Belgium",764,Defense Advisor to the U.S. Ambassador to NATO,,Executive,,Department of Defense - Office of the Secretary of Defense,United States Mission to the North Atlantic Treaty Organization,5000,5022,25,Robert G. Bell,Noncareer Appointment(NA),Senior Executive Service(ES),,40
"Washington, DC",7640,General Counsel,,Executive,,United States International Trade Commission,Office of the General Counsel,4174,4183,100,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,5
"Washington, DC",7641,Director,,Executive,,United States International Trade Commission,Office of Operations,4176,4183,110,Vacant,,Senior Executive Service(ES),,5
"Washington, DC",7642,Director,,Executive,,United States International Trade Commission,Office of Economics,4177,4176,120,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,5
"Washington, DC",7643,Director,,Executive,,United States International Trade Commission,Office of Tariff Affairs And Trade Agreements,4180,4176,130,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,5
"Washington, DC",7644,Director,,Executive,,United States International Trade Commission,Office of Unfair Import Investigations,4181,4176,140,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,5
"Washington, DC",7645,"Chairman, Board of Governors",,Executive,,United States International Trade Commission,Board of Governors,4173,-1,1,Thurgood Marshall Jr,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,210
"Washington, DC",7646,"Vice Chairman, Board of Governors",,Executive,,United States International Trade Commission,Board of Governors,4173,-1,1,Mickey D. Barnett,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,215
"Washington, DC",7647,"Member, Board of Governors",,Executive,,United States International Trade Commission,Board of Governors,4173,-1,1,James H. Bilbray,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,220
"Washington, DC",7648,"Member, Board of Governors",,Executive,,United States International Trade Commission,Board of Governors,4173,-1,1,Louis J. Giuliano,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,225
"Washington, DC",7649,"Member, Board of Governors",,Executive,,United States International Trade Commission,Board of Governors,4173,-1,1,Dennis J. Toner,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,230
"Arlington, VA",765,Director,,Executive,,Department of Defense - Office of the Secretary of Defense,"Office of the Director, Operational Test and Evaluation",5028,5022,30,J. M. Gilmore,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5
"Washington, DC",7650,"Member, Board of Governors",,Executive,,United States International Trade Commission,Board of Governors,4173,-1,1,Ellen C. Williams,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,235
"Washington, DC",7651,Deputy Assistant Inspector General (Investigations),,Executive,,United States International Trade Commission,Board of Governors,4173,-1,1,Lavan Griffith,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,240
"Washington, DC",7652,Postmaster General,,Executive,,United States Postal Service,Officers,6609,-1,1,Patrick R. Donahoe,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,5
"Washington, DC",7653,Deputy Postmaster General,,Executive,,United States Postal Service,Officers,6609,-1,1,Ronald A. Stroman,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,10
"Washington, DC",7654,Chief Operating Officer and Executive Vice President,,Executive,,United States Postal Service,Officers,6609,-1,1,Megan J. Brennan,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,15
"Washington, DC",7655,Chief Financial Officer and Executive Vice President,,Executive,,United States Postal Service,Officers,6609,-1,1,Joseph Corbett,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,20
"Washington, DC",7656,General Counsel and Executive Vice President,,Executive,,United States Postal Service,Officers,6609,-1,1,Mary A. Gibbons,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,25
"Washington, DC",7657,Chief Marketing/Sales Officer and Executive Vice President,,Executive,,United States Postal Service,Officers,6609,-1,1,Nagisa Manabe,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,30
"Washington, DC",7658,Chief Human Resources Officer and Executive Vice President,,Executive,,United States Postal Service,Officers,6609,-1,1,Anthony J. Vegliante,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,35
"Washington, DC",7659,Chief Postal Inspector,,Executive,,United States Postal Service,Officers,6609,-1,1,Guy J. Cottrell,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,40
"Arlington, VA",766,Principal Deputy Director,,Executive,,Department of Defense - Office of the Secretary of Defense,"Office of the Director, Operational Test and Evaluation",5028,5022,30,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,10
"Washington, DC",7660,Judicial Officer,,Executive,,United States Postal Service,Officers,6609,-1,1,William A. Campbell,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,45
"Washington, DC",7661,"Vice President, Government Relations and Public Policy",,Executive,,United States Postal Service,Officers,6609,-1,1,Marie T. Dominguez,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,50
"Washington, DC",7662,"Vice President, Corporate Communications",,Executive,,United States Postal Service,Officers,6609,-1,1,Samuel M. Pulcrano,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,55
"Washington, DC",7663,"Vice President, Consumer and Industry Affairs",,Executive,,United States Postal Service,Officers,6609,-1,1,Maura Robinson,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,60
"Washington, DC",7664,"Vice President, Delivery and Post Office Operations",,Executive,,United States Postal Service,Officers,6609,-1,1,Dean J. Granholm,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,65
"Washington, DC",7665,"Vice President, Facilities",,Executive,,United States Postal Service,Officers,6609,-1,1,Tom A. Samra,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,70
"Washington, DC",7666,"Vice President, Network Operations",,Executive,,United States Postal Service,Officers,6609,-1,1,David E. Williams Jr,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,75
"Washington, DC",7667,"Vice President, Engineering Systems",,Executive,,United States Postal Service,Officers,6609,-1,1,Michael J. Amato,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,80
"Washington, DC",7668,"Vice President, Product Information",,Executive,,United States Postal Service,Officers,6609,-1,1,James P. Cochrane,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,85
"Washington, DC",7669,"Vice President, Information Technology",,Executive,,United States Postal Service,Officers,6609,-1,1,John T. Edgar,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,90
"Arlington, VA",767,Deputy Director for Land and Expeditionary Warfare,,Executive,,Department of Defense - Office of the Secretary of Defense,"Office of the Director, Operational Test and Evaluation",5028,5022,30,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,15
"Washington, DC",7670,"Vice President, Mail Entry and Payment Technology",,Executive,,United States Postal Service,Officers,6609,-1,1,Pritha Mehra,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,95
"Washington, DC",7671,"Vice President, Finance and Planning",,Executive,,United States Postal Service,Officers,6609,-1,1,Stephen J. Masse,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,100
"Washington, DC",7672,"Vice President, Supply Management",,Executive,,United States Postal Service,Officers,6609,-1,1,Susan M. Brownell,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,105
"Washington, DC",7673,"Vice President, Controller",,Executive,,United States Postal Service,Officers,6609,-1,1,Timothy F. O'Reilly,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,110
"Washington, DC",7674,"Vice President, Domestic Products",,Executive,,United States Postal Service,Officers,6609,-1,1,Gary C. Reblin,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,115
"Washington, DC",7675,"Vice President, Sales",,Executive,,United States Postal Service,Officers,6609,-1,1,William C. Rucker III,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,120
"Washington, DC",7676,"Vice President, Channel Access",,Executive,,United States Postal Service,Officers,6609,-1,1,Kelly M. Sigmon,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,125
"Washington, DC",7677,"Vice President, Global Business",,Executive,,United States Postal Service,Officers,6609,-1,1,Giselle E. Valera,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,130
"Washington, DC",7678,"Vice President, Pricing",,Executive,,United States Postal Service,Officers,6609,-1,1,Jeffrey C. Williamson,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,135
"Washington, DC",7679,"Vice President, Employee Resource Management",,Executive,,United States Postal Service,Officers,6609,-1,1,Deborah M. Giannoni-Jackson,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,140
"Arlington, VA",768,Deputy Director for Air Warfare,,Executive,,Department of Defense - Office of the Secretary of Defense,"Office of the Director, Operational Test and Evaluation",5028,5022,30,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,20
"Washington, DC",7680,"Vice President, Labor Relations",,Executive,,United States Postal Service,Officers,6609,-1,1,Douglas A. Tulino,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,145
