title,expires,branch,agcy_name,org_name,pborg_seq,pborg_managed_by,org_order,name_of_incumbent,tenure,type_of_appt,pay_plan,pay,pb_order,location,id
"National Director, Pathology and Laboratory Medicine Service",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Michael S. Icardi,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$208,000 ",465,"Iowa City, IA",8010
"National Director, Radiation Oncology Program (Physician)",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Michael P. Hagan,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$267,141 ",470,"Richmond, VA",8011
Special Operations Officer,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Vacant,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,475,"Washington, DC",8012
Chief Consultant Occupational Health,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Kathleen McPhaul,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$140,671 ",480,"Washington, DC",8013
"Executive Director, National Center for Ethics in Health Care",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Lisa S. Lehmann,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$260,000 ",485,"Washington, DC",8014
"National Director, Veterans Health Administration Homeless Programs",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Vacant,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,490,"Washington, DC",8015
"Chief Consultant, Care Management and Social Work Services",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Michael T. Kilmer,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$149,000 ",495,"Washington, DC",8016
Executive Director for Connected Health,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Kathleen L. Frisbee,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$163,319 ",500,"Washington, DC",8017
Chief Consultant for Preventive Medicine,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Vacant,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,505,"Durham, NC",8018
"Executive Director, Interagency Health Affairs",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Karen T. Malebranche,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$173,600 ",510,"Washington, DC",8019
Associate Director for Division of Litigation Technology and Analysis,,Executive,FEDERAL TRADE COMMISSION,BUREAU OF CONSUMER PROTECTION,39358,39352,9,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,45,"Washington, DC",802
"Executive Director, Office of Strategic Integration",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Katheleen Z B Andrews,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$245,000 ",515,"Washington, DC",8020
"Assistant Deputy Under Secretary for Health for Quality, Safety, and Value",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Vacant,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,520,"Washington, DC",8021
"National Director, Prosthetic and Sensory Aids Service, Rehabilitation and Prosthetic Services",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Penny L. Nechanicky,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$160,235 ",525,"Washington, DC",8022
"Deputy Director, Office of Strategic Integration",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Vacant,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,530,"Washington, DC",8023
"Chief Consultant, Post Deployment Health",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Ralph L. Erickson,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$244,970 ",535,"Washington, DC",8024
"Deputy Chief, Research and Development Officer",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Vacant,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,540,"Washington, DC",8025
"Deputy Director, Office of Mental Health Operations",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Vacant,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$250,000 ",545,"Washington, DC",8026
"Deputy Chief Patient Care Services, Office for Rehabilitation and Prosthetic",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Lucille B. Beck,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$173,600 ",550,"Washington, DC",8027
National Director of Neurology,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Donald S. Higgins Jr.,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$261,056 ",555,"Washington, DC",8028
"Senior Medical Advisor, Office of the Assistant Deputy Under Secretary for Clinical Operations",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Gavin West,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$220,000 ",560,"Washington, DC",8029
Associate Director for Consumer Response and Operations,,Executive,FEDERAL TRADE COMMISSION,BUREAU OF CONSUMER PROTECTION,39358,39352,9,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,50,"Washington, DC",803
"National Program Director, Ophthalmology",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Glenn Cockerham,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$280,562 ",565,"Washington, DC",8030
"National Director, Physical Medicine and Rehabilitation Services",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Joel Scholten,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$259,024 ",570,"Washington, DC",8031
Deputy Principal Deputy Under Secretary for Health,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Deborah W. Dort,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$284,530 ",575,"Washington, DC",8032
Deputy Chief Learning Officer for Business Operations,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Manuel Dominguez,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$173,600 ",580,"Orlando, FL",8033
"Chief Officer, Office of Health Equity",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Uchenna S. Uchendu,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$226,140 ",585,"Washington, DC",8034
Assistant Deputy Under Secretary for Health for Community Care,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Baligh R. Yehia M.D.,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$217,500 ",590,"Washington, DC",8035
Assistant Deputy Under Secretary for Health for Integrity,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Gerard R. Cox,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$255,355 ",595,"Washington, DC",8036
Assistant Deputy Under Secretary for Clinical Operations,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Robert E. Lynch M.D.,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$275,000 ",600,"Washington, DC",8037
Deputy Assistant Deputy Under Secretary for Health for Clinical Operations,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Tammy Czarnecki,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$151,435 ",605,"Washington, DC",8038
"Executive Director, Office of Patient Centered Care and Cultural Transformation",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Tracy W. Gaudet,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$275,980 ",610,"Washington, DC",8039
Associate Director for Enforcement,,Executive,FEDERAL TRADE COMMISSION,BUREAU OF CONSUMER PROTECTION,39358,39352,9,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,55,"Washington, DC",804
Deputy Under Secretary for Health for Policy and Services,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Jennifer S. Lee,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$220,000 ",615,"Washington, DC",8040
"Director, Strategic Investment Management",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Charles C. Hume,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$165,300 ",620,"Washington, DC",8041
"Director, HIV, Hepatitis and Public Health Pathogens Program",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,David B. Ross,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$230,521 ",625,"Washington, DC",8042
Assistant Deputy Under Secretary for Health for Patient Care Services,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Maureen McCarthy,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$277,315 ",630,"Washington, DC",8043
Deputy Chief Consultant for Specialty Mental Health,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Wendy N. Tenhula,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$165,540 ",635,"Washington, DC",8044
Director of Physician Assistant Services,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Denni J. Woodmansee,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$127,910 ",640,"Washington, DC",8045
"Chief Officer, Office of Connected Care",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Neil Evans,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$265,000 ",645,"Washington, DC",8046
"Director, Bioinformatics",,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,James L. Breeling,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),"$227,070 ",650,"Washington, DC",8047
Assistant Deputy Chief Patient Care Services,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Vacant,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,655,"Washington, DC",8048
National Director Optometry Service,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,John C. Townsend,,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),"$165,300 ",660,"Fort Howard, MD",8049
"Director, Bureau of Economics",,Executive,FEDERAL TRADE COMMISSION,BUREAU OF ECONOMICS,39357,39352,11,Vacant,,,Senior Executive Service(ES),,5,"Washington, DC",805
Director Podiatry Service,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Jeffrey M. Robbins,,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),"$160,829 ",665,"Cleveland, OH",8050
Director Regional Office Medical Center Cheyenne,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Vacant,,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),,670,"Cheyenne, WY",8051
Director Veterans Integrated Service Network,,Executive,DEPARTMENT OF VETERANS AFFAIRS,Title 38 Positions,38948,38960,300,Joan McInerney,,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),"$258,170 ",675,"Albany, NY",8052
Inspector General,,Executive,DEPARTMENT OF VETERANS AFFAIRS OFFICE OF THE INSPECTOR GENERAL,IMMEDIATE OFFICE OF THE INSPECTOR GENERAL,40016,40015,1,Michael Joseph Missal,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,5,"Washington, DC",8053
Assistant to the President and Chief of Staff,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Denis R. McDonough,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,1,"Washington, DC",8054
Assistant to the President and National Security Advisor,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Susan E. Rice,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,2,"Washington, DC",8055
Assistant to the President and Deputy Chief of Staff for Operations,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Anita J. Breckenridge,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,3,"Washington, DC",8056
Assistant to the President and Deputy Chief of Staff for Implementation,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Kristie A. Canegallo,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,4,"Washington, DC",8057
Assistant to the President and Director of Scheduling and Advance,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Chase M. Cushman,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,5,"Washington, DC",8058
Assistant to the President and Press Secretary,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Joshua R. Earnest,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,6,"Washington, DC",8059
Deputy Director for Research and Management,,Executive,FEDERAL TRADE COMMISSION,BUREAU OF ECONOMICS,39357,39352,11,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,10,"Washington, DC",806
Assistant to the President and Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Warren N. Eggleston,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,7,"Washington, DC",8060
Senior Advisor and Assistant to the President for Intergovernmental Affairs and Public Engagement,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Valerie B. Jarrett,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,8,"Washington, DC",8061
Assistant to the President and Cabinet Secretary,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Broderick D. Johnson,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,9,"Washington, DC",8062
Assistant to the President and Director of Speechwriting,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Cody S. Keenan,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,10,"Washington, DC",8063
Assistant to the President for Homeland Security and Counterterrorism and Deputy National Security Advisor,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Lisa O. Monaco,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,11,"Washington, DC",8064
Assistant to the President and Director of the Domestic Policy Council,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Cecilia Munoz,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,12,"Washington, DC",8065
Assistant to the President and Deputy National Security Advisor for Strategic Communications and Speechwriting,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Benjamin J. Rhodes,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,13,"Washington, DC",8066
Assistant to the President and Director of the Office of Political Strategy and Outreach,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,David M. Simas,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,14,"Washington, DC",8067
Assistant to the President and Chief of Staff to the First Lady,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Christina M. Tchen,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,15,"Washington, DC",8068
Assistant to the President for Economic Policy and Director of the National Economic Council,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Jeffrey D. Zients,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,16,"Washington, DC",8069
Deputy Director for Consumer Protection,,Executive,FEDERAL TRADE COMMISSION,BUREAU OF ECONOMICS,39357,39352,11,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,15,"Washington, DC",807
Assistant to the President and Senior Advisor,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Brian C. Deese,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,17,"Washington, DC",8070
Assistant to the President and Deputy National Security Advisor,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Avril D. Haines,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,18,"Washington, DC",8071
Assistant to the President and Senior Advisor,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Shailagh J. Murray,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,19,"Washington, DC",8072
Assistant to the President and Director of Communications,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Jennifer R. Psaki,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,20,"Washington, DC",8073
Assistant to the President for Management and Administration,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Maju S. Varghese,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,21,"Washington, DC",8074
Assistant to the President and Director of Presidential Personnel,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Rodin A. Mehrbani,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,22,"Washington, DC",8075
Assistant to the President and Director of the Office of Legislative Affairs,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Amy D. Rosenbaum,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,23,"Washington, DC",8076
Deputy Assistant to the President and Deputy Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Michael S. Bosworth,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,24,"Washington, DC",8077
Deputy Assistant to the President for Health Policy,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Jeanne M. Lambrew,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,25,"Washington, DC",8078
Deputy Assistant to the President for Legislative Affairs and House Liaison,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Alejandro Perez,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,26,"Washington, DC",8079
Deputy Director for Antitrust,,Executive,FEDERAL TRADE COMMISSION,BUREAU OF ECONOMICS,39357,39352,11,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,20,"Washington, DC",808
Deputy Assistant to the President for Energy and Climate Change,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Dan G. Utech,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,27,"Washington, DC",8080
Deputy Assistant to the President and Staff Secretary,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Joan L. Walsh,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,28,"Washington, DC",8081
Deputy Assistant to the President and Deputy Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Nicholas L. McQuaid,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,29,"Washington, DC",8082
Deputy Assistant to the President for Legislative Affairs and Senate Liaison,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Martin P. Paone,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,30,"Washington, DC",8083
Deputy Assistant to the President and Deputy Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Christopher C. Fonzone,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,31,"Washington, DC",8084
Deputy Assistant to the President and Director of Intergovernmental Affairs,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Jerry E. Abramson,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,32,"Washington, DC",8085
Deputy Assistant to the President and Director of the Office of Public Engagement,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Paulette L. Aniskoff,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,33,"Washington, DC",8086
Deputy Assistant to the President for Management and Administration,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Katherine P. Dickerson,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,34,"Washington, DC",8087
Director of Records Management,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Philip C. Droege,,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),,35,"Washington, DC",8088
Executive Clerk,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,David E. Kalbaugh,,Appointment Excepted by Statute(XS),Administratively Determined Rates(AD),,36,"Washington, DC",8089
Assistant Director for Consumer Protection,,Executive,FEDERAL TRADE COMMISSION,BUREAU OF ECONOMICS,39357,39352,11,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,25,"Washington, DC",809
Deputy Assistant to the President and Deputy Director of Communications,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Elizabeth M. Allen,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,37,"Washington, DC",8090
Deputy Assistant to the President and Chief Digital Officer,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Jason B. Goldman,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,38,"Washington, DC",8091
Deputy Assistant to the President and Advisor to the Chief of Staff,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Natalie H. Quillian,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,39,"Washington, DC",8092
Special Assistant to the President and Senior Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Dana A. Remus,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,40,"Washington, DC",8093
Special Assistant to the President and Senior Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Margaret E. Whitney,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,41,"Washington, DC",8094
Deputy Assistant to the President and Senior Advisor to the First Lady,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Melissa E. Winter,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,42,"Washington, DC",8095
Deputy Assistant to the President and Deputy Director of Presidential Personnel,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Margaret T. McLaughlin,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,43,"Washington, DC",8096
Deputy Assistant to the President and Deputy Director of Presidential Personnel,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,David L. Noble,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,44,"Washington, DC",8097
Special Assistant to the President and Associate Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Sarah E. Baker,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,45,"Washington, DC",8098
Deputy Assistant to the President and Director of Advance and Operations,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Michael P. Brush,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,46,"Washington, DC",8099
"Director, Voice of America",,Executive,BROADCASTING BOARD OF GOVERNORS,BROADCASTING BOARD OF GOVERNORS,39401,-1,1,Amanda Bennett,,Noncareer Appointment(NA),Senior Executive Service(ES),,10,"Washington, DC",81
Assistant Director for Antitrust I,,Executive,FEDERAL TRADE COMMISSION,BUREAU OF ECONOMICS,39357,39352,11,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,30,"Washington, DC",810
Deputy Assistant to the President and Director of Scheduling,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Gregory Lorjuste,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,47,"Washington, DC",8100
"Special Assistant to the President, Trip Director and Personal Aide to the President",,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,"Marvin D. Nicholson, Jr. ",,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,48,"Washington, DC",8101
Special Assistant to the President and Associate Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,James D. Walsh,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,49,"Washington, DC",8102
Special Assistant to the President and Associate Counsel to the President,,Executive,EXECUTIVE OFFICE OF THE PRESIDENT,WHITE HOUSE OFFICE,40315,39780,10,Erica Y. Williams,,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,50,"Washington, DC",8103
